File,Line,Index,Context
Antibiotic_use_in_livestock.html,47,3,"<p>However, in 2013 the CDC finalized an"
Antibiotic_use_in_livestock.html,227,205,"s decrease in antibiotic use. However, numerous state senators and "
Antibiotic_use_in_livestock.html,254,462,"cluding humans and livestock. However, the role of antibiotic use i"
Syngenor.html,137,176,"zing the same monster design. However, since the first film was so "
Australian_hardcore.html,95,194,"=""#cite_note-6"">[6]</a></sup> However, there were also a lot of ban"
Lake_County_Examiner.html,113,420,"te_note-SR-11"">[11]</a></sup> However, the newspaper’s main source "
Lake_County_Examiner.html,116,162,"structures survived the fire. However, the <i>Examiner</i> staff re"
Lake_County_Examiner.html,117,864,"h advice on women’s fashions. However, public notices for land and "
Apocephalus_borealis.html,121,1568,"night has yet to be observed. However, many dead bees have been obs"
Suwannee_River_Junior_College.html,47,473,"North Florida Junior College. However, less than 50 Black students "
Alan_Sheehan.html,235,553,"=""#cite_note-7"">[7]</a></sup> However, after just four games in the"
Alan_Sheehan.html,244,885," an automatic promotion spot. However, Leeds ensured they earned th"
Alan_Sheehan.html,244,1575,"#cite_note-30"">[30]</a></sup> However, he missed the second leg at "
Brograve_Mill.html,157,353," be directly reached on foot. However, it can be seen very closely "
Martha_Herbert.html,90,217,"oblems, obsessions, and tics. However, as time went on she began se"
Kiev_Missal.html,98,362,"ty of Czech literary culture. However, in general Slavists do not h"
Strawberry_foliar_nematode.html,127,1059,"y are introduced to the soil. However, in a multi-million dollar in"
Strawberry_foliar_nematode.html,138,1348,"Nambiar_2011-8"">[8]</a></sup> However, if conditions become unfavor"
Johnny_B._Moore.html,78,526,"=""#cite_note-3"">[3]</a></sup> However, the blues historian Tony Rus"
SotC481panna.html,309,3,"<p>However, the remaining three paths, n"
Macy_conferences.html,67,1543,"pants took this into account. However, Fremont-Smith explicitly sta"
Acceptance_(Heroes).html,140,287,"lden</a> to get her job back. However, she wonders if it's time for"
Acceptance_(Heroes).html,141,388,"te and tell Kimiko the truth. However, they are then interrupted by"
Acceptance_(Heroes).html,141,888," right before the phone call. However, he receives the call from Ta"
High_Efficiency_Image_File_Format.html,369,61,"rmat compatible with ISOBMFF. However, only the File Type box is co"
ItalyE28093United_States_relations.html,99,273," of Sardinia</a>, since 1840. However, in 1891 the Italian governme"
Appa_(film).html,166,1223,"vorce and custody of her son. However, her father rejects this idea"
HD_90156.html,178,111,"eep it in that constellation. However, the delineating of constella"
1988_State_of_Origin_series.html,105,674,on wisecracks and high jinks. However Jackson had honed his organis
I_Q_(book_series).html,96,401,"iladelphia"">Philadelphia</a>. However, they are being watched. They"
List_of_Polish_consorts.html,1014,437,"o she wasn't Queen of Poland. However, there is no known reason for"
Third_Saturday_in_October.html,886,723,"#cite_note-17"">[17]</a></sup> However, Alabama quarterback <a href="
Third_Saturday_in_October.html,891,312,"/a> that made the score 10–9. However, instead of playing for the t"
Russell_Road_(Ontario).html,53,3,"<p>However, three major intersection mod"
List_of_Spaghetti_Western_films.html,819,198,"ew sheriff before he arrives. However, the wanted gambler Doc (<a h"
List_of_Spaghetti_Western_films.html,2717,228,"et 50% of their robbery loot. However, both parties have hidden age"
List_of_Spaghetti_Western_films.html,3165,368,"to become successful outlaws. However, they are distracted into hel"
List_of_Spaghetti_Western_films.html,3228,254," town of the O'Hara brothers. However, they also have a secret agre"
List_of_Spaghetti_Western_films.html,3327,541,"""José Jaspe"">José Jaspe</a>). However, they both have hidden agenda"
List_of_Spaghetti_Western_films.html,3523,676,"g Carver to recover the gold. However, other parties, like the band"
List_of_Spaghetti_Western_films.html,4351,286,"ren Oates"">Warren Oates</a>). However, unable to go through with th"
Abdulla_Majid_Al_Naimi.html,141,252,"to be “genuine and accurate.” However, unclassified summaries of re"
2007E2809308_Huddersfield_Town_A.F.C._season.html,371,1246,"ie Jepson"">Ronnie Jepson</a>. However, Murphy remained in charge of"
2007E2809308_Huddersfield_Town_A.F.C._season.html,372,1355,"=""#cite_note-5"">[5]</a></sup> However, following Ritchie's departur"
2007E2809308_Huddersfield_Town_A.F.C._season.html,382,210,"=""#cite_note-7"">[7]</a></sup> However, on 10 January Jevons was sig"
L._Fry.html,154,363,"man who built San Francisco."" However, their marriage was not a hap"
L._Fry.html,160,519,"/a> plotted world domination. However, at the time Ginzberg merely "
L._Fry.html,163,449," Klux Klan"">Ku Klux Klan</a>. However, she later accused Allen of m"
Hemet_Public_Library.html,62,627,"y sending a check for $7,500. However, Carnegie placed a contingenc"
Larry_Brooks.html,149,641,"to start a season since 1970. However, the Steelers did not break t"
Socket_423.html,100,164,e bus frequency is increased. However raising the FSB frequency cou
Double_Wing_Attack.html,1141,779,"mbing_Silver-2"">[2]</a></sup> However, a silver cannot defend from "
Double_Wing_Attack.html,1572,3,"<p>However, if Black defends their bisho"
Double_Wing_Attack.html,4702,44,"nt, White needs to defend 6c. However, a gold can't be used for thi"
Double_Wing_Attack.html,4706,3,"<p>However, Hosking has a different sugg"
Double_Wing_Attack.html,5979,138,"k vs Black's silver and rook. However, White can now drop a danglin"
List_of_birds_of_Malta.html,51,303,"about 17 occasional breeders. However, it lies on a major <a href="""
List_of_birds_of_Malta.html,93,161,"xcellent swimmers and divers. However, they have their feet placed "
Kim_Yonghwa.html,111,2306,"k at the domestic box office. However, it fared better in Mainland "
Coup_d27C3A9tat.html,334,751,"#cite_note-30"">[30]</a></sup> However, coup-proofing reduces milita"
Coup_d27C3A9tat.html,342,215,"#cite_note-40"">[40]</a></sup> However, some tentative analysis by p"
Webb_Dock_railway_line.html,99,163,"ort Melbourne</a> beachfront. However, after opposition from local "
Gulliver_Mickey.html,101,534,"le=""Pete (Disney)"">Pete</a>). However, after telling the story, one"
Oldham_Metropolitan_Borough_Council_election_2000.html,65,249,"te-heartland-3"">[3]</a></sup> However the <a href=""/wiki/Oldham_Cou"
Oldham_Metropolitan_Borough_Council_election_2000.html,71,348,"note-kennedy-8"">[8]</a></sup> However the local Labour <a href=""/wi"
Piracy_on_Falcon_Lake.html,147,1400,"e-ReferenceA-6"">[6]</a></sup> However, Mexican police stated they d"
Gardenbased_learning.html,102,915,"=""#cite_note-6"">[6]</a></sup> However, it is important to note the "
Ownership_of_Rangers_F.C..html,103,3,"<p>However, the continuation of the club"
The_Showdown_Effect.html,110,831,"em with gamepad ""impossible"". However, the version presented during"
My_Life_(Billy_Joel_song).html,160,305,"on with a different vocalist. However, due to licensing issues it d"
Enrique_Morales.html,77,2366,"cide it is time to go to war. However, Adebisi points out their sli"
Cyclohexane_conformation.html,115,591,"ing strain"">angle strain</a>. However, due to interactions between "
Cyclohexane_conformation.html,115,1202,"er without breaking the ring. However, such transformations must go"
Elio_Calderini.html,170,199,"=""#cite_note-3"">[3]</a></sup> However he failed to secure a place i"
Elio_Calderini.html,175,527,"=""#cite_note-8"">[8]</a></sup> However at the end of season also saw"
Young_Finnish_Party.html,304,404,"a>-minded centre-right party. However, already during the 19th cent"
Imperial_amazon.html,163,225,"er mate only after mate dies. However, it may grieve to death rathe"
Imperial_amazon.html,179,431,"-carbone2013-5"">[5]</a></sup> However, there have been reports of t"
Imperial_amazon.html,181,541,"e-bird2013-14"">[14]</a></sup> However areas adjacent to the Norther"
16th_Virginia_Infantry.html,88,80," May 1861 with ten companies. However, because of various reorganiz"
