File,Line,Index,Context
Bye_My_Boy.html,359,145,"ges containing links to this page [j]"" accesskey=""j"">What links "
Bye_My_Boy.html,359,344,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
Bye_My_Boy.html,359,764,"itle=""Permanent link to this revision of the page"">Permanent lin"
Bye_My_Boy.html,359,918,"""More information about this page"">Page information</a></li><li "
Bye_My_Boy.html,359,1166,x.php?title=Special:CiteThisPage&amp;page=Bye%21_My_Boy%21&amp;i
Bye_My_Boy.html,359,1253,"ormation on how to cite this page"">Cite this page</a></li>					<"
Bye_My_Boy.html,359,1269,"to cite this page"">Cite this page</a></li>					</ul>"
Bye_My_Boy.html,367,487,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
Bye_My_Boy.html,382,41,"ter-info-lastmod""> This page was last modified on 14 December 20"
Bye_My_Boy.html,384,38,"al terms may apply.  By using this site, you agree to the <a hre"
Valentin_Yanin.html,17,60,"plication/x-wiki"" title=""Edit this page"" href=""/w/index.php?titl"
Valentin_Yanin.html,18,29,"<link rel=""edit"" title=""Edit this page"" href=""/w/index.php?titl"
Valentin_Yanin.html,58,149,st to be executed but escaped this fate and moved with his famil
Valentin_Yanin.html,60,213,ystems</a> of pre-Mongol Rus. This was published as <i>The Monet
Valentin_Yanin.html,154,137,"ssion about edits from this IP address [n]"" accesskey=""n"">Talk</"
Valentin_Yanin.html,154,283,"ist of edits made from this IP address [y]"" accesskey=""y"">Contri"
Valentin_Yanin.html,180,111,"""  title=""Edit this page [e]"" accesskey=""e"">Edit</a></span></li>"
Valentin_Yanin.html,181,150,"t revisions of this page [h]"" accesskey=""h"">View history</a></sp"
Valentin_Yanin.html,199,272,"=""Search Wikipedia for this text"" id=""mw-searchButton"" class=""se"
Valentin_Yanin.html,199,417,"tle=""Go to a page with this exact name if it exists"" id=""searchB"
Valentin_Yanin.html,227,147,"ges containing links to this page [j]"" accesskey=""j"">What links "
Valentin_Yanin.html,227,348,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
Valentin_Yanin.html,227,770,"itle=""Permanent link to this revision of the page"">Permanent lin"
Valentin_Yanin.html,227,926,"""More information about this page"">Page information</a></li><li "
Valentin_Yanin.html,227,1174,x.php?title=Special:CiteThisPage&amp;page=Valentin_Yanin&amp;id=
Valentin_Yanin.html,227,1259,"ormation on how to cite this page"">Cite this page</a></li>					<"
Valentin_Yanin.html,227,1275,"to cite this page"">Cite this page</a></li>					</ul>"
Valentin_Yanin.html,235,483,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
Valentin_Yanin.html,250,41,"ter-info-lastmod""> This page was last modified on 29 August 2016"
Valentin_Yanin.html,252,38,"al terms may apply.  By using this site, you agree to the <a hre"
Kings_XI_Punjab_in_2014.html,17,60,"plication/x-wiki"" title=""Edit this page"" href=""/w/index.php?titl"
Kings_XI_Punjab_in_2014.html,18,29,"<link rel=""edit"" title=""Edit this page"" href=""/w/index.php?titl"
Kings_XI_Punjab_in_2014.html,376,573," /></a></span> <a href=""/wiki/Thisara_Perera"" title=""Thisara Per"
Kings_XI_Punjab_in_2014.html,376,596,"""/wiki/Thisara_Perera"" title=""Thisara Perera"">Thisara Perera</a>"
Kings_XI_Punjab_in_2014.html,376,612,"erera"" title=""Thisara Perera"">Thisara Perera</a> 2/17 (3 overs),"
Kings_XI_Punjab_in_2014.html,428,112," XI Punjab""><abbr title=""View this template"" style=""background:s"
Kings_XI_Punjab_in_2014.html,429,125," Punjab""><abbr title=""Discuss this template"" style=""background:s"
Kings_XI_Punjab_in_2014.html,430,148,"ction=edit""><abbr title=""Edit this template"" style=""background:s"
Kings_XI_Punjab_in_2014.html,574,137,"ssion about edits from this IP address [n]"" accesskey=""n"">Talk</"
Kings_XI_Punjab_in_2014.html,574,283,"ist of edits made from this IP address [y]"" accesskey=""y"">Contri"
Kings_XI_Punjab_in_2014.html,600,120,"""  title=""Edit this page [e]"" accesskey=""e"">Edit</a></span></li>"
Kings_XI_Punjab_in_2014.html,601,159,"t revisions of this page [h]"" accesskey=""h"">View history</a></sp"
Kings_XI_Punjab_in_2014.html,619,272,"=""Search Wikipedia for this text"" id=""mw-searchButton"" class=""se"
Kings_XI_Punjab_in_2014.html,619,417,"tle=""Go to a page with this exact name if it exists"" id=""searchB"
Kings_XI_Punjab_in_2014.html,647,156,"ges containing links to this page [j]"" accesskey=""j"">What links "
Kings_XI_Punjab_in_2014.html,647,366,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
Kings_XI_Punjab_in_2014.html,647,797,"itle=""Permanent link to this revision of the page"">Permanent lin"
Kings_XI_Punjab_in_2014.html,647,962,"""More information about this page"">Page information</a></li><li "
Kings_XI_Punjab_in_2014.html,647,1211,x.php?title=Special:CiteThisPage&amp;page=Kings_XI_Punjab_in_201
Kings_XI_Punjab_in_2014.html,647,1305,"ormation on how to cite this page"">Cite this page</a></li>					<"
Kings_XI_Punjab_in_2014.html,647,1321,"to cite this page"">Cite this page</a></li>					</ul>"
Kings_XI_Punjab_in_2014.html,655,519,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
Kings_XI_Punjab_in_2014.html,670,41,"ter-info-lastmod""> This page was last modified on 19 June 2016, "
Kings_XI_Punjab_in_2014.html,672,38,"al terms may apply.  By using this site, you agree to the <a hre"
William_Harvey_Lillard.html,18,60,"plication/x-wiki"" title=""Edit this page"" href=""/w/index.php?titl"
William_Harvey_Lillard.html,19,29,"<link rel=""edit"" title=""Edit this page"" href=""/w/index.php?titl"
William_Harvey_Lillard.html,55,764,"Citation needed""><span title=""This claim needs references to rel"
William_Harvey_Lillard.html,57,288,e from an injury in my spine. This was new to me; but it is a fa
William_Harvey_Lillard.html,139,137,"ssion about edits from this IP address [n]"" accesskey=""n"">Talk</"
William_Harvey_Lillard.html,139,283,"ist of edits made from this IP address [y]"" accesskey=""y"">Contri"
William_Harvey_Lillard.html,165,119,"""  title=""Edit this page [e]"" accesskey=""e"">Edit</a></span></li>"
William_Harvey_Lillard.html,166,158,"t revisions of this page [h]"" accesskey=""h"">View history</a></sp"
William_Harvey_Lillard.html,184,272,"=""Search Wikipedia for this text"" id=""mw-searchButton"" class=""se"
William_Harvey_Lillard.html,184,417,"tle=""Go to a page with this exact name if it exists"" id=""searchB"
William_Harvey_Lillard.html,212,155,"ges containing links to this page [j]"" accesskey=""j"">What links "
William_Harvey_Lillard.html,212,364,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
William_Harvey_Lillard.html,212,794,"itle=""Permanent link to this revision of the page"">Permanent lin"
William_Harvey_Lillard.html,212,958,"""More information about this page"">Page information</a></li><li "
William_Harvey_Lillard.html,212,1206,x.php?title=Special:CiteThisPage&amp;page=William_Harvey_Lillard
William_Harvey_Lillard.html,212,1299,"ormation on how to cite this page"">Cite this page</a></li>					<"
William_Harvey_Lillard.html,212,1315,"to cite this page"">Cite this page</a></li>					</ul>"
William_Harvey_Lillard.html,220,515,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
William_Harvey_Lillard.html,235,41,"ter-info-lastmod""> This page was last modified on 9 October 2016"
William_Harvey_Lillard.html,237,38,"al terms may apply.  By using this site, you agree to the <a hre"
Radial_Road_3.html,18,60,"plication/x-wiki"" title=""Edit this page"" href=""/w/index.php?titl"
Radial_Road_3.html,19,29,"<link rel=""edit"" title=""Edit this page"" href=""/w/index.php?titl"
Radial_Road_3.html,126,140," in Manila""><abbr title=""View this template"" style="";;background"
Radial_Road_3.html,127,153," Manila""><abbr title=""Discuss this template"" style="";;background"
Radial_Road_3.html,128,162,"ction=edit""><abbr title=""Edit this template"" style="";;background"
Radial_Road_3.html,515,137,"ssion about edits from this IP address [n]"" accesskey=""n"">Talk</"
Radial_Road_3.html,515,283,"ist of edits made from this IP address [y]"" accesskey=""y"">Contri"
Radial_Road_3.html,541,110,"""  title=""Edit this page [e]"" accesskey=""e"">Edit</a></span></li>"
Radial_Road_3.html,542,149,"t revisions of this page [h]"" accesskey=""h"">View history</a></sp"
Radial_Road_3.html,560,272,"=""Search Wikipedia for this text"" id=""mw-searchButton"" class=""se"
Radial_Road_3.html,560,417,"tle=""Go to a page with this exact name if it exists"" id=""searchB"
Radial_Road_3.html,588,146,"ges containing links to this page [j]"" accesskey=""j"">What links "
Radial_Road_3.html,588,346,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
Radial_Road_3.html,588,767,"itle=""Permanent link to this revision of the page"">Permanent lin"
Radial_Road_3.html,588,922,"""More information about this page"">Page information</a></li><li "
Radial_Road_3.html,588,1171,x.php?title=Special:CiteThisPage&amp;page=Radial_Road_3&amp;id=7
Radial_Road_3.html,588,1255,"ormation on how to cite this page"">Cite this page</a></li>					<"
Radial_Road_3.html,588,1271,"to cite this page"">Cite this page</a></li>					</ul>"
Radial_Road_3.html,596,479,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
Radial_Road_3.html,611,41,"ter-info-lastmod""> This page was last modified on 17 November 20"
Radial_Road_3.html,613,38,"al terms may apply.  By using this site, you agree to the <a hre"
George_Weldrick.html,17,60,"plication/x-wiki"" title=""Edit this page"" href=""/w/index.php?titl"
George_Weldrick.html,18,29,"<link rel=""edit"" title=""Edit this page"" href=""/w/index.php?titl"
George_Weldrick.html,204,137,"ssion about edits from this IP address [n]"" accesskey=""n"">Talk</"
George_Weldrick.html,204,283,"ist of edits made from this IP address [y]"" accesskey=""y"">Contri"
George_Weldrick.html,230,112,"""  title=""Edit this page [e]"" accesskey=""e"">Edit</a></span></li>"
George_Weldrick.html,231,151,"t revisions of this page [h]"" accesskey=""h"">View history</a></sp"
George_Weldrick.html,249,272,"=""Search Wikipedia for this text"" id=""mw-searchButton"" class=""se"
George_Weldrick.html,249,417,"tle=""Go to a page with this exact name if it exists"" id=""searchB"
George_Weldrick.html,277,148,"ges containing links to this page [j]"" accesskey=""j"">What links "
George_Weldrick.html,277,350,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
George_Weldrick.html,277,773,"itle=""Permanent link to this revision of the page"">Permanent lin"
George_Weldrick.html,277,930,"""More information about this page"">Page information</a></li><li "
George_Weldrick.html,277,1178,x.php?title=Special:CiteThisPage&amp;page=George_Weldrick&amp;id
George_Weldrick.html,277,1264,"ormation on how to cite this page"">Cite this page</a></li>					<"
George_Weldrick.html,277,1280,"to cite this page"">Cite this page</a></li>					</ul>"
George_Weldrick.html,285,487,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
George_Weldrick.html,300,41,"ter-info-lastmod""> This page was last modified on 23 May 2016, a"
George_Weldrick.html,302,38,"al terms may apply.  By using this site, you agree to the <a hre"
Zgornji_Otok.html,18,60,"plication/x-wiki"" title=""Edit this page"" href=""/w/index.php?titl"
Zgornji_Otok.html,19,29,"<link rel=""edit"" title=""Edit this page"" href=""/w/index.php?titl"
Zgornji_Otok.html,65,379,"al photos, and other data for this location""><span class=""latitu"
Zgornji_Otok.html,65,635,"al photos, and other data for this location"">46.3500306°N 14.204"
Zgornji_Otok.html,65,1230,"al photos, and other data for this location""><span class=""latitu"
Zgornji_Otok.html,65,1486,"al photos, and other data for this location"">46.3500306°N 14.204"
Zgornji_Otok.html,140,102,"Radovljica""><abbr title=""View this template"" style="";;background"
Zgornji_Otok.html,141,115,"ovljica""><abbr title=""Discuss this template"" style="";;background"
Zgornji_Otok.html,142,143,"ction=edit""><abbr title=""Edit this template"" style="";;background"
Zgornji_Otok.html,263,7,<td><i>This article about the Municipalit
Zgornji_Otok.html,266,120,"a-geo-stub""><abbr title=""View this template"">v</abbr></a></li>"
Zgornji_Otok.html,267,133,"eo-stub""><abbr title=""Discuss this template"">t</abbr></a></li>"
Zgornji_Otok.html,268,152,"ction=edit""><abbr title=""Edit this template"">e</abbr></a></li>"
Zgornji_Otok.html,321,137,"ssion about edits from this IP address [n]"" accesskey=""n"">Talk</"
Zgornji_Otok.html,321,283,"ist of edits made from this IP address [y]"" accesskey=""y"">Contri"
Zgornji_Otok.html,347,109,"""  title=""Edit this page [e]"" accesskey=""e"">Edit</a></span></li>"
Zgornji_Otok.html,348,148,"t revisions of this page [h]"" accesskey=""h"">View history</a></sp"
Zgornji_Otok.html,366,272,"=""Search Wikipedia for this text"" id=""mw-searchButton"" class=""se"
Zgornji_Otok.html,366,417,"tle=""Go to a page with this exact name if it exists"" id=""searchB"
Zgornji_Otok.html,394,145,"ges containing links to this page [j]"" accesskey=""j"">What links "
Zgornji_Otok.html,394,344,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
Zgornji_Otok.html,394,764,"itle=""Permanent link to this revision of the page"">Permanent lin"
Zgornji_Otok.html,394,918,"""More information about this page"">Page information</a></li><li "
Zgornji_Otok.html,394,1166,x.php?title=Special:CiteThisPage&amp;page=Zgornji_Otok&amp;id=76
Zgornji_Otok.html,394,1249,"ormation on how to cite this page"">Cite this page</a></li>					<"
Zgornji_Otok.html,394,1265,"to cite this page"">Cite this page</a></li>					</ul>"
Zgornji_Otok.html,402,475,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
Zgornji_Otok.html,417,41,"ter-info-lastmod""> This page was last modified on 17 February 20"
Zgornji_Otok.html,419,38,"al terms may apply.  By using this site, you agree to the <a hre"
Blue_Heelers_(season_8).html,17,60,"plication/x-wiki"" title=""Edit this page"" href=""/w/index.php?titl"
Blue_Heelers_(season_8).html,18,29,"<link rel=""edit"" title=""Edit this page"" href=""/w/index.php?titl"
Blue_Heelers_(season_8).html,84,51,"><span class=""mbox-text-span"">This article's <b><a href=""/wiki/W"
Blue_Heelers_(season_8).html,84,619,f the article. Please discuss this issue on the article's <a hre
Blue_Heelers_(season_8).html,108,54,"pan class=""mbox-text-span""><b>This section needs expansion</b>. "
Blue_Heelers_(season_8).html,111,17,<p>Main cast for this season consisted of:</p>
Blue_Heelers_(season_8).html,123,37," guest actors who appeared in this season included <a href=""/wik"
Blue_Heelers_(season_8).html,128,54,"pan class=""mbox-text-span""><b>This section needs expansion</b>. "
Blue_Heelers_(season_8).html,136,54,"pan class=""mbox-text-span""><b>This section needs expansion</b>. "
Blue_Heelers_(season_8).html,144,54,"pan class=""mbox-text-span""><b>This section needs expansion</b>. "
Blue_Heelers_(season_8).html,767,106,"ue Heelers""><abbr title=""View this template"" style="";;background"
Blue_Heelers_(season_8).html,768,119,"Heelers""><abbr title=""Discuss this template"" style="";;background"
Blue_Heelers_(season_8).html,769,145,"ction=edit""><abbr title=""Edit this template"" style="";;background"
Blue_Heelers_(season_8).html,896,137,"ssion about edits from this IP address [n]"" accesskey=""n"">Talk</"
Blue_Heelers_(season_8).html,896,283,"ist of edits made from this IP address [y]"" accesskey=""y"">Contri"
Blue_Heelers_(season_8).html,922,120,"""  title=""Edit this page [e]"" accesskey=""e"">Edit</a></span></li>"
Blue_Heelers_(season_8).html,923,159,"t revisions of this page [h]"" accesskey=""h"">View history</a></sp"
Blue_Heelers_(season_8).html,941,272,"=""Search Wikipedia for this text"" id=""mw-searchButton"" class=""se"
Blue_Heelers_(season_8).html,941,417,"tle=""Go to a page with this exact name if it exists"" id=""searchB"
Blue_Heelers_(season_8).html,969,156,"ges containing links to this page [j]"" accesskey=""j"">What links "
Blue_Heelers_(season_8).html,969,366,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
Blue_Heelers_(season_8).html,969,797,"itle=""Permanent link to this revision of the page"">Permanent lin"
Blue_Heelers_(season_8).html,969,962,"""More information about this page"">Page information</a></li><li "
Blue_Heelers_(season_8).html,969,1210,x.php?title=Special:CiteThisPage&amp;page=Blue_Heelers_%28season
Blue_Heelers_(season_8).html,969,1308,"ormation on how to cite this page"">Cite this page</a></li>					<"
Blue_Heelers_(season_8).html,969,1324,"to cite this page"">Cite this page</a></li>					</ul>"
Blue_Heelers_(season_8).html,977,531,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
Blue_Heelers_(season_8).html,992,41,"ter-info-lastmod""> This page was last modified on 9 December 201"
Blue_Heelers_(season_8).html,994,38,"al terms may apply.  By using this site, you agree to the <a hre"
Taggen_Nunatak.html,17,60,"plication/x-wiki"" title=""Edit this page"" href=""/w/index.php?titl"
Taggen_Nunatak.html,18,29,"<link rel=""edit"" title=""Edit this page"" href=""/w/index.php?titl"
Taggen_Nunatak.html,44,355,"ata-file-height=""196"" />&#160;This article incorporates&#160;<a "
Taggen_Nunatak.html,44,1404,"al photos, and other data for this location""><span class=""latitu"
Taggen_Nunatak.html,44,1649,"al photos, and other data for this location"">72.167°S 21.800°E</"
Taggen_Nunatak.html,49,7,"<td><i>This <a href=""/wiki/Queen_Maud_Lan"
Taggen_Nunatak.html,52,126,"d-geo-stub""><abbr title=""View this template"">v</abbr></a></li>"
Taggen_Nunatak.html,53,139,"eo-stub""><abbr title=""Discuss this template"">t</abbr></a></li>"
Taggen_Nunatak.html,54,155,"ction=edit""><abbr title=""Edit this template"">e</abbr></a></li>"
Taggen_Nunatak.html,103,137,"ssion about edits from this IP address [n]"" accesskey=""n"">Talk</"
Taggen_Nunatak.html,103,283,"ist of edits made from this IP address [y]"" accesskey=""y"">Contri"
Taggen_Nunatak.html,129,111,"""  title=""Edit this page [e]"" accesskey=""e"">Edit</a></span></li>"
Taggen_Nunatak.html,130,150,"t revisions of this page [h]"" accesskey=""h"">View history</a></sp"
Taggen_Nunatak.html,148,272,"=""Search Wikipedia for this text"" id=""mw-searchButton"" class=""se"
Taggen_Nunatak.html,148,417,"tle=""Go to a page with this exact name if it exists"" id=""searchB"
Taggen_Nunatak.html,176,147,"ges containing links to this page [j]"" accesskey=""j"">What links "
Taggen_Nunatak.html,176,348,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
Taggen_Nunatak.html,176,770,"itle=""Permanent link to this revision of the page"">Permanent lin"
Taggen_Nunatak.html,176,926,"""More information about this page"">Page information</a></li><li "
Taggen_Nunatak.html,176,1174,x.php?title=Special:CiteThisPage&amp;page=Taggen_Nunatak&amp;id=
Taggen_Nunatak.html,176,1259,"ormation on how to cite this page"">Cite this page</a></li>					<"
Taggen_Nunatak.html,176,1275,"to cite this page"">Cite this page</a></li>					</ul>"
Taggen_Nunatak.html,184,483,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
Taggen_Nunatak.html,199,41,"ter-info-lastmod""> This page was last modified on 22 May 2012, a"
Taggen_Nunatak.html,201,38,"al terms may apply.  By using this site, you agree to the <a hre"
Henri_BraqueniC3A9.html,17,60,"plication/x-wiki"" title=""Edit this page"" href=""/w/index.php?titl"
Henri_BraqueniC3A9.html,18,29,"<link rel=""edit"" title=""Edit this page"" href=""/w/index.php?titl"
Henri_BraqueniC3A9.html,48,51,"><span class=""mbox-text-span"">This article includes a <a href=""/"
Henri_BraqueniC3A9.html,48,631," Reference Check"">improve</a> this article by <a href=""/wiki/Wik"
Henri_BraqueniC3A9.html,48,959,>Learn how and when to remove this template message</a>)</i></sm
Henri_BraqueniC3A9.html,102,137,"ssion about edits from this IP address [n]"" accesskey=""n"">Talk</"
Henri_BraqueniC3A9.html,102,283,"ist of edits made from this IP address [y]"" accesskey=""y"">Contri"
Henri_BraqueniC3A9.html,128,117,"""  title=""Edit this page [e]"" accesskey=""e"">Edit</a></span></li>"
Henri_BraqueniC3A9.html,129,156,"t revisions of this page [h]"" accesskey=""h"">View history</a></sp"
Henri_BraqueniC3A9.html,147,272,"=""Search Wikipedia for this text"" id=""mw-searchButton"" class=""se"
Henri_BraqueniC3A9.html,147,417,"tle=""Go to a page with this exact name if it exists"" id=""searchB"
Henri_BraqueniC3A9.html,175,153,"ges containing links to this page [j]"" accesskey=""j"">What links "
Henri_BraqueniC3A9.html,175,360,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
Henri_BraqueniC3A9.html,175,788,"itle=""Permanent link to this revision of the page"">Permanent lin"
Henri_BraqueniC3A9.html,175,950,"""More information about this page"">Page information</a></li><li "
Henri_BraqueniC3A9.html,175,1198,x.php?title=Special:CiteThisPage&amp;page=Henri_Braqueni%C3%A9&a
Henri_BraqueniC3A9.html,175,1289,"ormation on how to cite this page"">Cite this page</a></li>					<"
Henri_BraqueniC3A9.html,175,1305,"to cite this page"">Cite this page</a></li>					</ul>"
Henri_BraqueniC3A9.html,183,507,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
Henri_BraqueniC3A9.html,198,41,"ter-info-lastmod""> This page was last modified on 29 May 2016, a"
Henri_BraqueniC3A9.html,200,38,"al terms may apply.  By using this site, you agree to the <a hre"
Vrila.html,18,60,"plication/x-wiki"" title=""Edit this page"" href=""/w/index.php?titl"
Vrila.html,19,29,"<link rel=""edit"" title=""Edit this page"" href=""/w/index.php?titl"
Vrila.html,69,357,"al photos, and other data for this location""><span class=""latitu"
Vrila.html,69,602,"al photos, and other data for this location"">43.967°N 17.283°E</"
Vrila.html,99,444,"al photos, and other data for this location""><span class=""latitu"
Vrila.html,99,689,"al photos, and other data for this location"">43.967°N 17.283°E</"
Vrila.html,103,7,"<td><i>This <a href=""/wiki/Canton_10"" tit"
Vrila.html,106,116,"0-geo-stub""><abbr title=""View this template"">v</abbr></a></li>"
Vrila.html,107,129,"eo-stub""><abbr title=""Discuss this template"">t</abbr></a></li>"
Vrila.html,108,150,"ction=edit""><abbr title=""Edit this template"">e</abbr></a></li>"
Vrila.html,161,137,"ssion about edits from this IP address [n]"" accesskey=""n"">Talk</"
Vrila.html,161,283,"ist of edits made from this IP address [y]"" accesskey=""y"">Contri"
Vrila.html,187,102,"""  title=""Edit this page [e]"" accesskey=""e"">Edit</a></span></li>"
Vrila.html,188,141,"t revisions of this page [h]"" accesskey=""h"">View history</a></sp"
Vrila.html,206,272,"=""Search Wikipedia for this text"" id=""mw-searchButton"" class=""se"
Vrila.html,206,417,"tle=""Go to a page with this exact name if it exists"" id=""searchB"
Vrila.html,234,138,"ges containing links to this page [j]"" accesskey=""j"">What links "
Vrila.html,234,330,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
Vrila.html,234,743,"itle=""Permanent link to this revision of the page"">Permanent lin"
Vrila.html,234,890,"""More information about this page"">Page information</a></li><li "
Vrila.html,234,1138,x.php?title=Special:CiteThisPage&amp;page=Vrila&amp;id=542823087
Vrila.html,234,1214,"ormation on how to cite this page"">Cite this page</a></li>					<"
Vrila.html,234,1230,"to cite this page"">Cite this page</a></li>					</ul>"
Vrila.html,242,447,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
Vrila.html,257,41,"ter-info-lastmod""> This page was last modified on 8 March 2013, "
Vrila.html,259,38,"al terms may apply.  By using this site, you agree to the <a hre"
William_Henry_Porter.html,17,60,"plication/x-wiki"" title=""Edit this page"" href=""/w/index.php?titl"
William_Henry_Porter.html,18,29,"<link rel=""edit"" title=""Edit this page"" href=""/w/index.php?titl"
William_Henry_Porter.html,48,368,"ata-file-height=""196"" />&#160;This article incorporates public d"
William_Henry_Porter.html,98,137,"ssion about edits from this IP address [n]"" accesskey=""n"">Talk</"
William_Henry_Porter.html,98,283,"ist of edits made from this IP address [y]"" accesskey=""y"">Contri"
William_Henry_Porter.html,124,117,"""  title=""Edit this page [e]"" accesskey=""e"">Edit</a></span></li>"
William_Henry_Porter.html,125,156,"t revisions of this page [h]"" accesskey=""h"">View history</a></sp"
William_Henry_Porter.html,143,272,"=""Search Wikipedia for this text"" id=""mw-searchButton"" class=""se"
William_Henry_Porter.html,143,417,"tle=""Go to a page with this exact name if it exists"" id=""searchB"
William_Henry_Porter.html,171,153,"ges containing links to this page [j]"" accesskey=""j"">What links "
William_Henry_Porter.html,171,360,"es in pages linked from this page [k]"" accesskey=""k"">Related cha"
William_Henry_Porter.html,171,788,"itle=""Permanent link to this revision of the page"">Permanent lin"
William_Henry_Porter.html,171,950,"""More information about this page"">Page information</a></li><li "
William_Henry_Porter.html,171,1199,x.php?title=Special:CiteThisPage&amp;page=William_Henry_Porter&a
William_Henry_Porter.html,171,1290,"ormation on how to cite this page"">Cite this page</a></li>					<"
William_Henry_Porter.html,171,1306,"to cite this page"">Cite this page</a></li>					</ul>"
William_Henry_Porter.html,179,507,"e=""Printable version of this page [p]"" accesskey=""p"">Printable v"
